1,8,2,7,5,6,4,10,11,12,3,9
1,2,9,12,5,8,4,7,11,10,3,6
1,10,4,2,5,3,7,11,9,6,8,12
1,10,5,9,3,2,7,8,4,12,11,6
1,2,5,4,11,12,8,6,9,3,10,7
1,2,11,5,4,6,7,10,9,3,12,8
1,6,11,2,5,4,10,9,3,7,8,12
1,8,4,10,3,5,12,6,9,7,11,2
1,2,5,11,6,3,10,8,4,9,7,12
1,2,5,4,7,6,9,3,12,10,8,11
1,2,9,4,11,12,7,5,10,6,3,8
1,10,6,8,5,3,11,4,9,2,7,12
1,5,12,9,10,6,2,8,7,4,11,3
1,2,6,8,11,12,5,3,9,10,7,4
1,11,9,5,2,6,4,8,3,7,12,10
1,3,9,4,10,6,8,7,12,2,11,5
1,11,7,8,9,3,5,6,4,10,2,12
1,2,3,9,10,6,7,4,8,5,12,11
1,9,8,11,5,4,3,6,2,10,7,12
1,2,3,4,6,11,5,7,10,8,12,9
1,2,7,9,6,5,10,8,4,12,11,3
1,10,3,12,8,6,2,4,9,7,11,5
1,4,7,6,5,12,3,8,9,10,2,11
1,8,4,10,5,2,7,3,6,9,11,12
1,2,9,6,3,5,8,4,12,10,11,7
1,2,3,12,10,5,4,8,9,6,7,11
1,2,3,7,4,12,5,8,9,6,11,10
1,2,10,5,3,12,7,4,9,6,11,8
1,3,7,4,5,10,2,8,6,12,11,9
1,6,3,8,11,7,5,10,9,4,2,12
1,8,6,2,10,12,4,5,9,7,11,3
1,2,8,6,11,5,7,10,3,4,9,12
1,2,11,9,4,8,7,12,5,10,3,6
1,2,3,10,5,7,8,11,9,6,4,12
1,5,10,4,2,8,7,3,6,11,9,12
1,4,8,12,5,6,7,2,9,10,3,11
1,12,8,9,5,6,2,7,3,11,10,4
1,2,3,7,5,6,11,10,8,4,9,12
1,6,4,2,5,11,10,8,9,3,7,12
1,6,7,2,4,8,3,11,9,10,5,12
1,4,3,9,5,10,6,11,7,8,2,12
1,8,5,2,6,4,7,11,9,10,12,3
1,11,3,2,6,4,5,7,12,10,8,9
1,4,9,11,7,2,3,8,6,10,5,12
1,10,7,2,5,4,12,6,3,9,11,8
1,12,4,3,5,11,10,2,9,6,7,8
1,2,6,4,12,7,9,10,3,8,11,5
1,9,10,11,5,12,7,4,6,3,2,8
1,2,10,3,9,11,7,6,8,5,4,12
1,10,6,11,5,4,8,7,9,12,3,2
1,4,3,12,5,2,6,10,9,8,11,7
1,5,11,10,3,6,12,8,7,4,9,2
1,2,10,4,5,8,12,6,9,11,3,7
1,6,10,4,5,11,3,7,8,2,9,12
1,7,3,12,10,4,5,8,11,9,6,2
1,4,3,11,8,6,9,5,10,2,7,12
1,4,11,6,5,12,9,2,8,10,7,3
1,4,5,7,2,9,3,12,8,10,11,6
1,2,3,4,8,7,10,5,9,6,11,12
1,8,10,7,5,6,3,9,12,2,11,4
1,5,7,3,6,4,9,8,12,2,11,10
1,7,3,9,11,6,2,12,4,5,8,10
1,5,12,7,9,6,2,8,3,4,11,10
1,10,5,7,2,6,4,12,9,3,11,8
1,10,12,4,5,8,6,7,9,11,2,3
1,9,3,2,5,6,12,8,11,10,7,4
1,6,2,8,12,3,4,5,9,10,7,11
1,2,3,9,5,11,8,10,4,12,7,6
1,2,8,3,9,10,7,11,6,5,4,12
1,6,3,7,2,5,4,8,9,11,10,12
1,12,9,4,3,6,7,8,2,10,11,5
1,3,6,2,10,7,9,8,12,5,11,4
1,10,3,4,6,11,5,8,7,9,2,12
1,10,3,7,6,4,9,8,11,2,5,12
1,2,3,4,10,6,11,5,12,9,8,7
1,10,2,4,6,11,5,8,9,12,7,3
1,2,8,12,4,3,7,11,6,10,5,9
1,2,3,4,9,8,10,5,11,6,7,12
1,7,8,12,9,5,4,2,6,10,11,3
1,8,3,12,6,5,11,9,2,10,4,7
1,2,9,10,12,11,6,8,4,5,3,7
1,2,3,4,9,6,12,8,11,10,7,5
1,9,6,4,2,12,3,8,7,5,11,10
1,6,3,8,11,10,7,5,9,4,2,12
1,8,10,4,5,7,3,9,6,11,2,12
1,4,7,5,9,6,3,8,2,10,11,12
1,10,5,6,3,4,2,7,8,9,11,12
1,8,9,10,11,4,7,6,2,3,5,12
1,2,4,7,10,8,11,6,5,3,9,12
1,7,6,8,5,2,4,12,9,10,11,3
1,2,4,8,6,11,3,5,12,10,9,7
1,11,3,10,5,6,9,2,4,12,8,7
1,2,3,5,12,10,7,4,9,8,11,6
1,3,4,5,12,10,7,2,9,6,11,8
1,11,3,2,10,6,4,9,7,8,12,5
1,2,3,12,9,8,4,7,5,6,10,11
1,12,2,4,7,9,6,5,10,8,11,3
1,9,11,10,5,8,7,2,3,6,4,12
1,4,3,8,10,2,12,11,9,7,5,6
1,4,3,5,6,11,7,10,9,12,2,8
