1,8,4,5,2,9,12,6,3,7,10,11
1,4,3,10,2,9,11,6,8,5,12,7
1,3,5,6,12,9,7,8,2,4,10,11
1,10,9,4,8,2,6,11,12,7,3,5
1,9,5,12,3,11,8,4,7,10,2,6
1,5,3,8,4,2,7,9,12,11,6,10
1,7,2,6,10,12,5,9,8,3,11,4
1,3,12,4,6,8,11,10,9,5,2,7
1,6,8,7,4,2,10,5,12,3,11,9
1,11,7,6,4,3,12,10,2,9,5,8
1,8,5,3,9,11,4,2,6,10,7,12
1,11,12,9,6,10,8,3,2,5,7,4
1,6,10,8,11,4,5,7,3,9,2,12
1,8,9,4,3,10,5,2,12,6,7,11
1,7,3,4,6,5,9,10,11,8,12,2
1,4,2,9,6,8,3,5,10,7,11,12
1,4,3,11,12,9,8,10,6,2,5,7
1,3,6,4,9,5,8,2,7,11,10,12
1,11,10,5,2,7,6,3,8,4,12,9
1,6,4,12,7,5,11,10,9,2,3,8
1,5,8,2,4,10,3,11,9,6,7,12
1,4,5,8,7,9,6,2,12,10,11,3
1,3,12,8,7,11,6,5,4,9,10,2
1,12,8,2,11,10,4,5,6,9,3,7
1,12,11,8,2,7,5,3,10,6,9,4
1,4,8,6,11,7,10,2,3,5,9,12
1,6,7,4,10,3,2,11,5,8,12,9
1,2,5,8,10,6,12,3,7,9,11,4
1,8,12,7,9,10,3,5,6,4,2,11
1,2,10,8,9,5,6,7,4,12,3,11
1,7,8,6,10,4,3,5,11,9,12,2
1,12,7,8,6,10,4,2,3,9,5,11
1,10,6,12,3,8,4,7,11,9,5,2
1,12,7,9,5,2,3,10,4,11,6,8
1,3,7,2,5,4,9,12,8,6,10,11
1,10,3,5,6,11,7,8,4,9,2,12
1,10,11,3,4,8,5,9,12,7,2,6
1,9,2,12,5,10,8,3,7,11,4,6
1,3,9,4,10,12,11,7,8,5,2,6
1,11,2,3,6,12,10,4,8,5,7,9
1,10,9,7,8,4,3,11,5,12,6,2
1,4,12,8,5,7,11,9,3,2,6,10
1,3,10,8,12,9,4,11,5,7,6,2
1,4,10,2,6,8,11,7,5,9,3,12
1,4,8,10,5,2,12,6,7,9,11,3
1,3,10,4,2,7,6,11,8,9,12,5
1,4,7,12,11,9,10,5,2,3,8,6
1,9,4,5,6,7,3,11,12,10,2,8
1,8,2,3,9,7,11,5,12,6,10,4
1,5,8,3,4,12,11,7,6,10,9,2
1,9,5,4,8,7,6,12,3,10,2,11
1,12,7,8,9,6,5,10,2,4,3,11
1,10,12,9,3,8,4,2,6,7,5,11
1,10,8,12,2,5,7,9,4,3,11,6
1,9,11,3,8,7,5,12,10,4,2,6
1,3,11,4,6,10,5,2,12,9,8,7
1,6,7,11,4,2,3,10,12,9,5,8
1,8,10,3,2,5,12,11,4,6,7,9
1,12,2,7,6,10,4,9,5,8,3,11
1,11,10,4,3,2,7,12,9,5,8,6
1,9,3,10,7,11,8,2,5,6,12,4
1,5,12,9,6,8,2,3,11,4,10,7
1,4,8,9,11,12,7,10,5,2,6,3
1,7,2,3,12,5,10,4,11,6,8,9
1,10,9,8,5,3,4,6,2,12,11,7
1,12,6,2,4,3,9,10,5,7,11,8
1,3,6,11,8,12,9,5,4,10,2,7
1,3,6,5,12,7,4,9,2,11,8,10
1,10,3,2,11,4,6,9,12,8,7,5
1,5,10,12,6,4,9,3,11,7,8,2
1,8,7,9,3,5,6,10,12,2,4,11
1,7,8,11,6,3,2,10,12,4,9,5
1,8,7,9,12,6,4,11,3,10,5,2
1,7,12,11,4,8,9,2,5,3,10,6
1,10,12,8,2,5,3,6,7,9,11,4
1,7,11,12,8,2,5,3,9,6,10,4
1,3,7,10,8,4,11,6,5,12,2,9
1,8,2,4,11,6,7,3,9,5,12,10
1,3,8,10,4,2,7,5,6,9,12,11
1,7,8,5,3,11,6,9,10,4,2,12
1,3,5,6,11,8,9,4,12,7,10,2
1,9,10,8,3,7,2,4,11,5,6,12
1,3,7,10,8,9,6,12,11,5,4,2
1,6,9,4,7,10,5,12,11,8,3,2
1,11,8,2,9,10,12,4,6,7,5,3
1,5,8,7,6,9,10,3,2,12,11,4
1,10,7,9,2,3,11,12,4,8,6,5
1,12,5,8,10,7,4,11,6,9,3,2
1,2,5,10,8,4,9,7,12,6,3,11
1,5,12,10,11,6,2,3,7,4,8,9
1,10,9,5,2,7,6,12,4,3,8,11
1,3,9,6,5,10,12,8,11,4,7,2
1,7,12,10,3,9,6,5,11,8,4,2
1,11,9,3,7,5,6,8,2,4,10,12
1,5,12,8,7,6,9,4,3,10,2,11
1,7,10,2,3,8,11,9,5,6,12,4
1,6,3,8,9,7,5,2,4,10,11,12
1,9,10,2,7,5,3,11,6,4,12,8
1,2,6,7,9,8,4,10,12,3,11,5
1,7,12,4,10,5,6,2,8,3,11,9
