7,10,2,1,4,0,6,3,5,9,8,11
5,1,0,3,11,4,6,2,7,9,10,8
8,1,9,10,2,5,0,7,4,6,3,11
11,0,2,3,6,8,5,4,9,7,10,1
4,1,7,3,5,6,10,8,0,9,2,11
6,1,8,10,0,5,4,7,11,9,2,3
0,6,5,11,4,9,2,7,1,8,3,10
7,8,1,9,4,5,6,3,0,10,2,11
6,3,2,9,4,5,10,7,8,0,1,11
7,1,5,3,4,11,9,6,8,0,10,2
3,7,1,4,2,5,6,8,11,9,0,10
5,10,2,3,4,11,6,7,8,9,0,1
0,1,2,7,4,3,11,8,6,9,10,5
5,10,0,1,2,6,11,7,8,9,3,4
9,8,0,4,2,5,3,7,10,6,1,11
2,1,7,5,4,3,8,11,0,6,10,9
3,6,0,11,4,5,1,7,8,9,10,2
6,3,10,9,4,11,1,7,8,5,2,0
6,1,2,5,0,11,4,7,8,9,3,10
2,1,7,0,6,5,11,9,8,3,10,4
4,6,1,11,3,5,7,8,2,9,10,0
11,1,0,3,5,4,6,7,8,9,10,2
7,5,1,0,4,3,6,9,2,8,10,11
7,2,9,3,5,8,6,1,11,0,10,4
8,7,11,4,1,5,6,0,10,9,2,3
11,1,10,3,4,0,7,5,8,2,6,9
7,9,2,3,4,8,6,1,10,0,5,11
8,10,11,3,4,5,6,0,2,9,1,7
3,7,2,5,4,1,10,9,8,0,6,11
11,7,10,3,2,6,4,1,8,9,5,0
11,6,7,3,4,0,5,1,9,8,10,2
0,2,9,8,3,5,6,7,11,4,1,10
0,1,4,2,6,7,9,10,8,3,11,5
1,0,2,7,3,11,4,6,8,9,10,5
3,5,6,1,4,10,0,2,8,9,7,11
10,1,2,0,5,3,4,6,8,11,7,9
3,1,6,11,4,0,2,7,5,9,10,8
0,9,5,3,1,4,8,7,2,11,10,6
3,1,7,5,4,0,10,6,8,2,9,11
0,9,2,1,5,10,4,7,8,11,6,3
7,1,3,5,4,9,6,10,8,2,11,0
4,0,1,3,11,2,6,7,5,8,10,9
11,6,9,3,4,7,1,8,5,2,10,0
0,4,6,11,3,5,1,7,8,9,2,10
0,2,4,5,7,1,3,6,8,9,10,11
0,5,3,1,4,10,9,7,8,2,6,11
5,1,0,3,4,9,8,2,11,10,6,7
0,8,2,11,3,5,10,7,6,1,4,9
0,11,6,10,2,4,3,7,8,9,1,5
0,1,10,11,6,3,4,7,2,9,5,8
11,5,2,0,1,8,6,9,7,3,10,4
6,1,5,3,8,0,4,7,11,9,10,2
0,5,2,4,8,11,6,7,1,10,9,3
0,1,10,2,3,4,5,7,8,9,6,11
8,1,6,11,4,5,0,9,7,3,10,2
2,1,6,7,3,9,4,5,8,0,10,11
1,6,2,3,4,9,0,7,5,11,10,8
0,9,6,3,4,10,5,8,7,11,2,1
2,10,6,3,11,5,4,7,8,9,0,1
9,1,3,8,2,5,6,7,0,4,10,11
0,10,7,3,4,9,6,11,2,5,8,1
9,5,2,11,4,1,8,7,0,6,10,3
0,1,8,3,11,6,2,4,10,5,9,7
0,8,6,3,4,1,10,9,7,2,5,11
5,1,6,0,3,7,2,11,8,9,10,4
0,3,2,11,4,1,9,5,8,6,10,7
5,9,2,3,4,7,0,10,6,8,11,1
0,5,2,9,1,10,4,8,3,6,7,11
0,1,3,9,5,11,6,4,7,2,10,8
0,9,5,3,1,6,2,7,4,8,10,11
4,10,2,3,0,11,5,9,8,1,6,7
0,1,11,9,3,2,6,7,8,4,5,10
2,5,6,3,4,11,0,7,9,1,8,10
0,10,2,3,4,1,7,5,9,8,11,6
0,2,10,8,1,5,6,7,4,11,3,9
9,5,8,3,4,1,6,10,2,0,7,11
10,1,11,0,5,4,6,7,8,2,3,9
4,7,2,3,1,6,0,5,8,10,9,11
6,7,0,3,2,1,5,4,8,11,10,9
0,5,1,10,9,2,4,7,8,3,6,11
11,8,2,1,4,5,9,7,3,6,10,0
0,9,1,7,3,5,11,6,8,4,2,10
6,1,11,3,8,2,4,10,7,9,5,0
7,1,2,11,4,8,6,10,5,9,3,0
7,8,0,3,4,5,1,9,10,2,6,11
0,1,2,9,4,5,6,11,3,10,8,7
0,9,2,11,1,10,5,7,4,3,8,6
0,1,7,2,3,10,9,4,5,8,6,11
11,6,2,9,4,8,0,3,7,1,10,5
8,1,5,3,6,0,4,11,2,7,10,9
1,2,3,8,4,6,11,7,5,9,10,0
0,3,6,7,4,9,2,11,8,5,10,1
0,1,2,4,7,9,6,10,5,8,11,3
4,5,8,3,0,1,11,7,2,6,10,9
5,2,0,1,4,8,3,6,7,9,10,11
0,2,7,3,10,5,4,1,11,8,6,9
2,1,7,3,9,5,6,10,8,0,4,11
5,11,2,8,7,3,6,1,0,9,10,4
0,9,2,4,7,11,10,6,8,1,3,5
0,1,2,3,8,5,11,7,10,9,6,4
