0,1,2,6,4,3,5,8,7,9,10,11
0,5,7,3,8,2,6,4,1,9,10,11
1,6,0,2,4,5,3,7,8,9,10,11
4,1,0,3,11,5,6,2,8,9,10,7
0,1,2,5,8,11,6,7,9,4,10,3
0,1,7,3,4,2,6,8,5,9,10,11
8,1,2,3,0,5,7,6,4,9,10,11
4,1,2,3,0,5,6,7,8,11,9,10
0,11,2,8,4,5,6,3,1,9,10,7
0,9,6,3,4,5,11,1,8,2,10,7
7,0,2,1,4,8,6,3,5,9,10,11
7,1,10,3,8,5,6,0,4,9,2,11
0,1,10,3,11,5,6,8,2,9,4,7
0,11,2,9,8,5,6,7,4,1,10,3
0,9,2,3,4,5,6,11,8,1,10,7
0,3,2,8,9,5,6,7,10,4,1,11
6,1,0,3,4,5,2,8,7,9,10,11
7,5,2,3,4,8,1,6,0,9,10,11
0,10,2,3,4,1,6,7,9,8,5,11
2,1,9,3,4,5,6,7,8,11,10,0
0,4,1,3,2,5,6,7,8,10,9,11
0,1,2,3,9,5,8,7,10,6,4,11
7,1,2,3,4,5,0,6,10,9,8,11
0,1,2,4,3,5,6,10,8,7,9,11
0,4,2,3,11,5,8,7,1,9,10,6
0,11,2,10,4,1,6,7,8,9,3,5
3,1,2,0,7,5,4,10,8,9,6,11
3,1,2,11,9,5,6,7,8,4,10,0
0,1,2,3,4,6,8,7,9,5,10,11
10,1,2,3,4,6,5,7,9,8,0,11
11,1,2,4,3,5,6,7,8,9,10,0
0,1,5,2,4,8,3,7,6,9,10,11
0,1,2,3,11,5,6,10,4,9,8,7
0,5,9,3,4,1,6,7,8,2,10,11
0,1,5,3,10,6,4,7,8,9,2,11
10,1,7,3,2,5,0,4,8,9,6,11
0,10,2,9,4,5,6,1,8,7,3,11
3,1,2,6,7,5,4,0,8,9,10,11
0,8,6,1,4,5,3,2,7,9,10,11
6,1,9,3,11,5,2,7,8,4,10,0
3,1,0,2,4,11,6,7,8,9,10,5
0,1,7,3,4,5,6,11,9,8,10,2
6,2,4,3,8,5,0,7,1,9,10,11
0,1,2,11,4,3,6,7,8,5,10,9
0,1,2,3,4,5,6,9,8,11,10,7
8,1,2,0,4,9,6,7,5,3,10,11
0,3,1,11,2,5,6,7,8,9,10,4
8,4,2,10,0,5,6,7,3,9,1,11
1,8,2,3,4,5,6,7,11,9,10,0
5,1,2,3,4,6,0,7,11,9,10,8
0,5,6,3,4,2,8,7,1,9,10,11
5,0,2,3,8,4,6,7,1,9,10,11
11,1,2,10,4,5,6,7,8,9,3,0
0,7,2,3,8,4,5,1,6,9,10,11
0,3,10,1,4,6,2,7,8,9,5,11
0,6,2,3,11,7,1,4,8,9,10,5
0,7,2,3,4,1,6,10,8,9,5,11
0,1,2,8,4,3,10,7,5,9,6,11
0,1,2,8,4,3,7,9,6,5,10,11
0,4,7,3,8,5,6,9,2,1,10,11
10,1,2,3,4,5,6,7,8,9,0,11
9,1,2,0,3,5,6,7,8,4,10,11
0,9,2,1,4,3,6,7,8,5,10,11
0,6,2,3,4,5,8,7,1,9,10,11
0,1,2,3,4,6,10,7,8,11,5,9
11,7,2,3,4,5,6,10,8,0,1,9
11,3,2,7,1,5,6,0,8,9,10,4
5,1,0,3,4,11,6,7,8,2,10,9
0,1,2,3,4,5,9,6,8,7,10,11
0,1,2,5,3,10,6,7,4,9,8,11
0,1,9,3,4,2,6,7,8,5,10,11
0,2,5,10,3,1,6,7,8,9,4,11
0,9,2,11,3,5,6,7,8,4,10,1
0,8,2,3,4,5,6,11,1,7,10,9
9,1,2,0,4,5,3,8,6,7,10,11
6,4,2,3,0,5,1,7,8,9,10,11
0,3,9,1,4,5,6,7,11,8,10,2
0,9,2,3,4,5,11,6,7,1,10,8
0,11,1,3,4,5,6,9,8,2,10,7
0,8,9,3,4,5,2,7,11,6,10,1
0,9,2,3,8,5,6,7,4,1,10,11
0,1,2,3,4,10,6,7,8,9,5,11
4,1,0,3,8,5,6,7,2,9,10,11
0,1,2,3,6,5,7,9,4,8,10,11
0,4,2,3,1,5,8,7,6,9,10,11
4,0,2,3,6,5,8,7,1,9,10,11
0,9,4,3,2,5,6,7,1,8,10,11
7,1,2,6,4,5,0,3,8,9,10,11
0,7,2,1,4,5,6,11,8,3,10,9
8,0,2,1,4,5,6,9,7,3,10,11
8,5,2,3,4,1,6,7,0,9,10,11
0,1,2,3,6,4,9,8,5,7,10,11
0,5,2,6,4,11,1,7,8,9,10,3
0,1,9,3,8,5,4,7,2,6,10,11
0,4,2,3,1,5,6,7,8,9,10,11
0,1,2,3,4,11,6,7,8,9,5,10
0,10,2,3,1,5,6,7,8,9,4,11
0,1,2,5,7,11,6,3,8,9,10,4
0,1,9,4,3,5,6,2,8,7,10,11
0,6,2,1,4,5,7,11,8,9,10,3
