3,9,10,1,4,8,6,7,5,2,0,11
0,5,4,3,2,8,6,7,1,11,10,9
0,1,3,7,9,2,6,4,10,8,5,11
0,10,5,3,8,11,6,7,1,9,2,4
10,7,2,3,4,1,0,6,5,9,8,11
0,1,2,8,4,3,6,11,7,9,10,5
0,4,2,1,7,5,6,3,8,9,11,10
11,7,10,3,4,2,6,5,8,9,1,0
0,8,7,5,1,2,3,4,6,9,10,11
3,9,2,6,4,1,0,7,8,11,10,5
5,1,2,3,4,7,6,8,10,11,0,9
0,1,2,11,10,3,6,4,8,5,7,9
0,6,7,3,4,5,9,8,2,11,1,10
9,1,2,3,11,7,6,0,8,4,10,5
10,4,2,5,7,3,6,9,8,0,1,11
8,4,2,3,0,5,9,7,1,6,10,11
5,1,8,3,2,0,6,7,11,10,9,4
1,9,2,3,6,5,0,11,8,7,10,4
0,2,10,8,3,5,6,4,9,1,7,11
8,1,2,10,4,5,6,3,11,7,0,9
3,1,2,10,8,5,6,7,9,4,11,0
9,0,2,3,8,7,6,5,4,1,10,11
6,1,8,3,4,5,9,7,10,0,11,2
4,6,2,3,7,8,11,5,1,9,10,0
8,5,6,3,1,7,4,0,2,9,10,11
0,7,2,3,4,5,10,1,8,9,11,6
5,1,6,3,2,8,4,9,0,7,10,11
0,8,4,3,6,5,10,1,7,9,2,11
9,1,3,2,4,0,10,5,8,6,7,11
1,11,2,3,6,8,5,7,4,9,0,10
5,1,0,3,4,10,6,7,8,9,11,2
0,6,2,3,8,5,7,9,4,11,10,1
11,6,2,4,3,8,0,7,5,9,10,1
3,0,2,4,11,8,6,7,1,9,10,5
4,1,2,3,0,10,6,7,5,8,9,11
0,1,2,3,8,4,7,11,10,9,6,5
10,4,2,3,6,5,7,8,9,1,0,11
0,8,2,3,10,5,7,1,6,4,9,11
0,1,5,3,7,10,2,9,8,4,6,11
11,8,6,3,10,5,0,7,4,9,2,1
0,11,9,3,4,10,1,7,8,5,2,6
0,8,1,3,5,4,6,11,2,9,10,7
11,6,0,2,1,5,7,4,8,9,10,3
0,5,2,3,8,6,7,1,4,9,10,11
5,11,2,0,4,1,7,3,8,9,10,6
5,0,9,1,4,3,6,7,8,11,10,2
0,7,6,3,4,11,2,1,8,9,5,10
0,11,7,3,9,5,2,4,1,6,10,8
0,9,4,11,6,5,1,7,8,3,10,2
5,1,2,9,0,3,6,11,8,7,10,4
11,1,2,5,4,3,8,7,0,6,10,9
7,1,2,3,4,6,10,11,0,9,5,8
0,5,1,7,3,2,6,10,8,9,4,11
0,1,2,11,4,8,3,7,6,9,10,5
0,6,7,2,4,11,3,1,8,9,5,10
7,10,5,0,4,11,6,3,8,9,1,2
0,6,10,1,4,5,8,7,9,2,3,11
4,6,5,3,9,10,2,7,8,1,0,11
1,5,3,4,0,8,6,7,11,9,10,2
6,2,9,3,4,5,1,7,8,0,10,11
7,1,2,0,9,5,4,6,8,11,10,3
7,4,9,3,11,0,6,5,8,2,10,1
4,1,2,3,6,7,0,9,8,5,10,11
9,1,5,7,8,2,6,0,3,4,10,11
6,1,2,3,11,5,0,4,8,9,10,7
8,1,2,3,4,5,10,6,11,7,0,9
10,1,0,3,4,5,2,7,6,8,11,9
0,1,9,8,4,10,3,7,6,5,2,11
2,9,4,3,5,0,6,1,8,10,7,11
0,6,5,3,4,9,2,8,11,1,10,7
6,4,2,3,0,5,1,7,8,9,10,11
0,4,11,1,3,5,6,7,8,2,10,9
9,1,2,3,10,5,0,4,8,7,11,6
0,1,2,7,8,5,11,3,4,9,10,6
0,11,6,9,4,1,5,7,8,3,10,2
0,8,3,5,7,6,1,4,2,9,10,11
9,1,11,0,4,2,6,8,3,5,10,7
0,4,2,3,1,10,7,6,5,9,8,11
7,1,4,3,9,5,6,11,8,2,10,0
0,4,2,7,5,1,11,3,8,9,10,6
2,1,4,3,7,10,6,5,8,0,9,11
0,1,7,10,4,5,3,11,6,9,2,8
0,9,8,3,4,1,6,7,10,11,5,2
3,1,8,2,4,5,6,7,9,0,11,10
4,0,7,3,2,5,6,1,8,9,11,10
0,5,2,3,4,7,11,10,1,9,8,6
0,8,1,10,2,5,6,3,7,9,11,4
0,11,7,2,1,5,4,3,8,9,6,10
0,7,10,3,8,5,2,6,4,9,1,11
7,0,2,3,4,1,8,5,6,9,10,11
0,11,1,8,4,5,6,7,2,10,9,3
6,1,10,5,4,0,2,7,3,9,8,11
0,2,1,3,8,10,6,11,5,9,7,4
7,0,1,3,11,5,6,2,4,9,10,8
7,1,9,3,4,6,0,5,2,8,10,11
0,1,2,8,4,5,6,7,3,9,10,11
0,1,3,5,4,6,8,7,11,9,2,10
0,3,5,4,6,9,1,7,8,10,2,11
7,2,3,8,0,5,6,11,1,9,10,4
0,5,2,11,9,3,6,7,4,1,10,8
